Address,Latitude,Longitude,Property Type,Bedrooms,Bathrooms,Parking Spaces,Price,Auction Date,Description,Agent Name,Agent Phone,Image URL
"7X43+QH Meribah SA, Australia",-34.74308396825927,140.95394230091082,Unit,1,3,3,"$591,367",Sun 03 Nov 02:59 AM,A beautiful property located in the heart of VIC.,Agent 942,+61 489 610 132,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-34.74308396825927,140.95394230091082&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"C233+3V Bulart VIC, Australia",-37.597285112077934,142.00471925063744,House,4,1,2,"$1,250,202",,A beautiful property located in the heart of VIC.,Agent 680,+61 430 401 169,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.597285112077934,142.00471925063744&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
4RH97JRQ+8H,-38.70922333582318,147.6389494058396,Unit,2,3,2,"$1,878,995",Sun 03 Nov 02:59 AM,A beautiful property located in the heart of VIC.,Agent 541,+61 465 912 240,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-38.70922333582318,147.6389494058396&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"PVJ4+M3 Norval VIC, Australia",-37.268261424892735,142.85524695482735,Apartment,5,3,1,"$756,665",,A beautiful property located in the heart of VIC.,Agent 896,+61 452 435 492,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.268261424892735,142.85524695482735&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"48VF+CQ Lowesdale NSW, Australia",-35.85641374106134,146.32443450075564,House,5,2,1,"$1,444,856",Sun 03 Nov 02:59 AM,A beautiful property located in the heart of VIC.,Agent 315,+61 451 495 111,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-35.85641374106134,146.32443450075564&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"Rivendell, 285 Mount Eliza Rd, Riddells Creek VIC 3431, Australia",-37.40630733851379,144.70880595250142,Unit,5,3,1,"$697,913",,A beautiful property located in the heart of VIC.,Agent 424,+61 473 771 547,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.40630733851379,144.70880595250142&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
4RH63JC5+VR,-38.92784744095908,144.60960356430905,Apartment,5,2,1,"$1,459,501",Sun 03 Nov 02:59 AM,A beautiful property located in the heart of VIC.,Agent 993,+61 443 830 560,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-38.92784744095908,144.60960356430905&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
4RQ3C6G8+V5,-34.5728181639273,141.2154108015768,Unit,2,1,2,"$1,966,605",Sun 03 Nov 02:59 AM,A beautiful property located in the heart of VIC.,Agent 872,+61 453 662 679,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-34.5728181639273,141.2154108015768&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"2J8J+F8 Wanganella NSW, Australia",-34.98387462780691,144.63084911729356,Unit,4,2,3,"$1,501,196",Sun 03 Nov 02:59 AM,A beautiful property located in the heart of VIC.,Agent 184,+61 476 689 655,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-34.98387462780691,144.63084911729356&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"X97V+52 Meerlieu VIC, Australia",-38.03701556319044,147.3926198027106,Apartment,3,3,2,"$1,635,822",,A beautiful property located in the heart of VIC.,Agent 931,+61 455 337 134,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-38.03701556319044,147.3926198027106&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"9J2G+58 Toolleen VIC, Australia",-36.64955901131185,144.62576106381178,House,5,2,2,"$1,279,131",Sun 03 Nov 02:59 AM,A beautiful property located in the heart of VIC.,Agent 132,+61 459 909 282,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-36.64955901131185,144.62576106381178&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"FGRJ+7F Karramomus VIC, Australia",-36.50928564771794,145.53117107163246,Unit,2,3,3,"$1,866,043",,A beautiful property located in the heart of VIC.,Agent 483,+61 439 421 960,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-36.50928564771794,145.53117107163246&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"M49X+RQ Clonbinane VIC, Australia",-37.33038895704474,145.1493833650104,Apartment,2,1,3,"$1,435,995",,A beautiful property located in the heart of VIC.,Agent 670,+61 454 913 533,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.33038895704474,145.1493833650104&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"3W82+4F Gentle Annie VIC, Australia",-37.934693204206624,145.90124262728065,Unit,1,3,1,"$1,984,027",,A beautiful property located in the heart of VIC.,Agent 762,+61 400 632 948,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.934693204206624,145.90124262728065&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"3GJW+HR Rose River VIC, Australia",-36.918520767018556,146.54702315879172,Unit,1,3,1,"$1,675,282",Sun 03 Nov 02:59 AM,A beautiful property located in the heart of VIC.,Agent 668,+61 485 448 295,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-36.918520767018556,146.54702315879172&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
4RH38634+VQ,-38.69533096089281,141.20688565239206,Apartment,5,3,3,"$1,506,788",,A beautiful property located in the heart of VIC.,Agent 758,+61 489 957 437,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-38.69533096089281,141.20688565239206&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"Q6P2+J6 Mount Moriac VIC, Australia",-38.21344709507882,144.20055934777875,Unit,1,1,2,"$1,923,057",,A beautiful property located in the heart of VIC.,Agent 921,+61 454 297 261,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-38.21344709507882,144.20055934777875&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
4RQ6HH2M+46,-34.4496827386026,144.58306254705772,Unit,4,2,2,"$1,843,403",Sun 03 Nov 02:59 AM,A beautiful property located in the heart of VIC.,Agent 430,+61 428 376 524,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-34.4496827386026,144.58306254705772&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"XMXJ+MV Boree Creek NSW, Australia",-35.00087157307536,146.68219827575132,Apartment,4,3,3,"$822,370",,A beautiful property located in the heart of VIC.,Agent 924,+61 437 534 396,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-35.00087157307536,146.68219827575132&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
4RQ796G7+F9,-34.62383060628426,145.21341565794881,Apartment,5,2,2,"$525,293",Sun 03 Nov 02:59 AM,A beautiful property located in the heart of VIC.,Agent 341,+61 432 428 664,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-34.62383060628426,145.21341565794881&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"368 Post Office Rd, Ross Creek VIC 3351, Australia",-37.638249876646874,143.75140227155237,Unit,1,1,2,"$1,875,439",Sun 03 Nov 02:59 AM,A beautiful property located in the heart of VIC.,Agent 749,+61 461 962 875,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.638249876646874,143.75140227155237&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"RXCQ+M4 Lake Eildon VIC, Australia",-37.178265092258215,145.98776487279096,House,3,1,2,"$1,918,525",,A beautiful property located in the heart of VIC.,Agent 475,+61 498 394 366,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.178265092258215,145.98776487279096&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
4RG9X835+HV,-39.04605826945952,147.30963129686353,Unit,4,2,2,"$792,681",,A beautiful property located in the heart of VIC.,Agent 640,+61 445 663 114,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-39.04605826945952,147.30963129686353&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"82XR+MV Teal Point VIC, Australia",-35.65077749405715,144.04217889057784,Apartment,2,1,1,"$938,829",Sun 03 Nov 02:59 AM,A beautiful property located in the heart of VIC.,Agent 402,+61 456 224 871,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-35.65077749405715,144.04217889057784&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"GVF9+X6 Cape Schanck VIC, Australia",-38.475068294584744,144.8680431951762,House,5,3,2,"$1,090,431",,A beautiful property located in the heart of VIC.,Agent 234,+61 483 439 935,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-38.475068294584744,144.8680431951762&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
4RQ7G453+HF,-34.49107704571852,145.10368295116726,Apartment,5,3,2,"$1,148,779",Sun 03 Nov 02:59 AM,A beautiful property located in the heart of VIC.,Agent 128,+61 437 277 952,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-34.49107704571852,145.10368295116726&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"9G66+P6 Little Billabong NSW, Australia",-35.63814134123241,147.5105776628074,Apartment,1,3,2,"$750,240",,A beautiful property located in the heart of VIC.,Agent 124,+61 436 150 716,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-35.63814134123241,147.5105776628074&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"157 Rollos Rd, Panmure VIC 3265, Australia",-38.358575403841776,142.73602949626158,Apartment,1,3,3,"$631,785",Sun 03 Nov 03:00 AM,A beautiful property located in the heart of VIC.,Agent 750,+61 421 489 613,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-38.358575403841776,142.73602949626158&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"VJ2Q+W9 Barellan NSW, Australia",-34.14771893462439,146.63841127823804,House,1,1,3,"$1,234,941",,A beautiful property located in the heart of VIC.,Agent 889,+61 478 249 933,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-34.14771893462439,146.63841127823804&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"MMJQ+QX Boorowa NSW, Australia",-34.31807934870221,148.68993994898932,Apartment,1,2,1,"$536,275",Sun 03 Nov 03:00 AM,A beautiful property located in the heart of VIC.,Agent 624,+61 462 303 103,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-34.31807934870221,148.68993994898932&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"CJQX+F7 Combaning NSW, Australia",-34.561365301753014,147.6482275969353,House,5,3,2,"$1,633,836",,A beautiful property located in the heart of VIC.,Agent 360,+61 474 565 193,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-34.561365301753014,147.6482275969353&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"92J5+GJ Meeniyan VIC, Australia",-38.61866296322191,146.00900199434946,Apartment,4,1,3,"$1,702,109",Sun 03 Nov 03:00 AM,A beautiful property located in the heart of VIC.,Agent 755,+61 418 180 508,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-38.61866296322191,146.00900199434946&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"5QH5+P3 Burrumbuttock NSW, Australia",-35.820678382929685,146.75774647955893,Apartment,4,2,2,"$1,150,842",,A beautiful property located in the heart of VIC.,Agent 407,+61 438 155 790,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-35.820678382929685,146.75774647955893&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
4RQ5Q79R+69,-34.23198312919231,143.2909163786818,House,5,2,2,"$960,804",,A beautiful property located in the heart of VIC.,Agent 725,+61 473 131 662,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-34.23198312919231,143.2909163786818&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"2R6V+PH Concongella VIC, Australia",-36.988226145479146,142.84397291937915,Unit,3,2,3,"$1,216,348",Sun 03 Nov 03:00 AM,A beautiful property located in the heart of VIC.,Agent 691,+61 431 990 419,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-36.988226145479146,142.84397291937915&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"VJGP+3Q Amherst VIC, Australia",-37.124813190874896,143.6369472320699,House,5,3,3,"$1,162,126",,A beautiful property located in the heart of VIC.,Agent 278,+61 440 716 570,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.124813190874896,143.6369472320699&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"CFGH+CJ Hopetoun VIC, Australia",-35.57389237853179,142.47906369243103,Apartment,2,2,3,"$1,865,509",,A beautiful property located in the heart of VIC.,Agent 904,+61 468 953 803,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-35.57389237853179,142.47906369243103&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"8RXJ+VF Walla Walla NSW, Australia",-35.65032188354106,146.83121584028953,Apartment,2,2,2,"$1,682,800",,A beautiful property located in the heart of VIC.,Agent 947,+61 401 534 947,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-35.65032188354106,146.83121584028953&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
4RHC9HJF+WC,-38.61765645926481,148.57355621542303,House,3,3,2,"$1,342,467",,A beautiful property located in the heart of VIC.,Agent 710,+61 433 895 668,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-38.61765645926481,148.57355621542303&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"26P5+FM Barkly VIC, Australia",-36.96379261656536,143.2091711158182,House,2,2,2,"$660,171",Sun 03 Nov 03:00 AM,A beautiful property located in the heart of VIC.,Agent 214,+61 416 535 983,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-36.96379261656536,143.2091711158182&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"4JM4+33 Argoon NSW, Australia",-34.86736323339913,145.60515140049594,House,4,2,1,"$1,229,389",,A beautiful property located in the heart of VIC.,Agent 891,+61 459 541 611,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-34.86736323339913,145.60515140049594&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"2895+CM Patyah VIC, Australia",-36.98139991891512,141.3091766430674,House,2,3,1,"$1,492,339",,A beautiful property located in the heart of VIC.,Agent 366,+61 423 237 388,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-36.98139991891512,141.3091766430674&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"C9FQ+MC Blighty NSW, Australia",-35.57577052355439,145.3885122777157,Unit,3,1,1,"$1,676,047",Sun 03 Nov 03:00 AM,A beautiful property located in the heart of VIC.,Agent 746,+61 414 902 368,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-35.57577052355439,145.3885122777157&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"H5R9+9H Knockwood VIC, Australia",-37.40901626525927,146.16900000978933,Apartment,5,1,1,"$1,442,543",,A beautiful property located in the heart of VIC.,Agent 746,+61 464 482 243,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.40901626525927,146.16900000978933&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"HP6P+R2 Won Wron VIC, Australia",-38.43796606462487,146.7350105748743,Apartment,1,2,1,"$1,501,085",Sun 03 Nov 03:00 AM,A beautiful property located in the heart of VIC.,Agent 373,+61 400 176 472,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-38.43796606462487,146.7350105748743&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"6H3G+82 Bunnaloo NSW, Australia",-35.79663311598042,144.57509671622995,House,5,1,3,"$1,131,092",Sun 03 Nov 03:00 AM,A beautiful property located in the heart of VIC.,Agent 838,+61 452 182 540,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-35.79663311598042,144.57509671622995&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"XMWW+FG Myamyn VIC, Australia",-38.00377126423066,141.696254975531,Apartment,1,3,2,"$1,907,739",,A beautiful property located in the heart of VIC.,Agent 664,+61 447 970 603,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-38.00377126423066,141.696254975531&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
4RH3885M+Q7,-38.690502974788004,141.33323640112985,Unit,2,1,1,"$460,701",,A beautiful property located in the heart of VIC.,Agent 461,+61 484 190 198,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-38.690502974788004,141.33323640112985&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"4RVG+H9 Bethungra NSW, Australia",-34.85609878193698,147.82594727603194,House,4,3,3,"$1,198,346",Sun 03 Nov 03:00 AM,A beautiful property located in the heart of VIC.,Agent 819,+61 438 985 825,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-34.85609878193698,147.82594727603194&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"Kildary Rd, Alleena NSW 2671, Australia",-34.14486891211963,147.13662337422622,Apartment,2,2,1,"$1,735,259",Sun 03 Nov 03:00 AM,A beautiful property located in the heart of VIC.,Agent 701,+61 433 416 824,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-34.14486891211963,147.13662337422622&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"C56M+94 Whitton NSW, Australia",-34.589064292348084,146.18275143870721,House,3,3,3,"$1,157,703",,A beautiful property located in the heart of VIC.,Agent 717,+61 406 691 825,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-34.589064292348084,146.18275143870721&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"595 Providence Gully Rd, Yandoit Hills VIC 3461, Australia",-37.205606933937304,144.04778052516903,Unit,3,2,1,"$550,640",Sun 03 Nov 03:00 AM,A beautiful property located in the heart of VIC.,Agent 519,+61 441 520 387,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.205606933937304,144.04778052516903&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"FXMG+2M Willbriggie NSW, Australia",-34.51742372982112,145.97672233221533,Apartment,1,2,1,"$1,986,686",Sun 03 Nov 03:00 AM,A beautiful property located in the heart of VIC.,Agent 204,+61 450 832 128,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-34.51742372982112,145.97672233221533&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"5998+5X Four Corners NSW, Australia",-34.83209307133743,145.36739922421629,Apartment,5,3,3,"$1,201,348",Sun 03 Nov 03:00 AM,A beautiful property located in the heart of VIC.,Agent 662,+61 425 958 737,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-34.83209307133743,145.36739922421629&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"FFQW+5R Ryans VIC, Australia",-37.51209120324672,147.4970843889673,Unit,1,2,1,"$833,909",,A beautiful property located in the heart of VIC.,Agent 459,+61 456 295 897,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.51209120324672,147.4970843889673&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
4RG9R643+97,-39.194073686427494,147.20323403661803,Apartment,4,2,3,"$989,268",,A beautiful property located in the heart of VIC.,Agent 872,+61 453 430 831,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-39.194073686427494,147.20323403661803&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"M6C3+M8 Ariah Park NSW, Australia",-34.328343962404105,147.2033581641435,Unit,2,3,1,"$1,250,077",,A beautiful property located in the heart of VIC.,Agent 983,+61 422 640 262,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-34.328343962404105,147.2033581641435&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"VWXC+V7 Oxley NSW, Australia",-34.10033710913675,143.92070523261822,Apartment,4,3,2,"$1,438,490",,A beautiful property located in the heart of VIC.,Agent 277,+61 485 331 428,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-34.10033710913675,143.92070523261822&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"36 Manns Beach Rd, Tarraville VIC 3971, Australia",-38.641607408542775,146.75491976300307,Unit,4,2,1,"$884,380",,A beautiful property located in the heart of VIC.,Agent 580,+61 402 497 448,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-38.641607408542775,146.75491976300307&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
